0,312,313,0.516255836,2072,333,FALSE,0
1,312,314,0.506601433,2779,462,FALSE,0
2,312,315,0.534425206,2498,432,FALSE,0
3,312,316,0.511937392,2089,345,FALSE,0
4,312,317,0.525639806,2221,386,FALSE,0
5,312,318,0.674374123,477,100,FALSE,0
6,312,319,0.368997652,4001,672,FALSE,0
7,313,314,0.764553228,707,129,TRUE,0
8,313,315,0.432443461,426,99,FALSE,0
9,313,316,0.404695599,17,12,FALSE,0
10,313,317,0.517372936,149,53,FALSE,0
11,315,316,0.405409098,409,87,FALSE,0
12,315,318,0.569920473,2021,332,FALSE,1
13,316,317,0.663188396,132,41,TRUE,0
14,567,568,0.73916069,1355,288,FALSE,0
15,567,569,0.756819006,884,59,FALSE,0
16,567,570,0.722743069,3546,532,FALSE,0
17,567,571,0.719177075,1118,222,FALSE,0
18,567,572,0.758730062,158,37,FALSE,0
19,567,575,0.510659207,1397,18,FALSE,0
20,258,259,0.978666822,149,21,TRUE,1
21,7,10,0,2,2,FALSE,0
22,441,442,0.723031522,5415,905,FALSE,0
23,156,160,0.69854851,7381,1273,FALSE,0
24,825,830,0.806437602,8688,1442,FALSE,0
25,1148,1150,1,0,0,FALSE,1
26,1080,1094,0.696903163,3038,564,FALSE,0
27,1022,1023,0.994008456,360,60,FALSE,1
28,1115,1131,0.699963542,1676,193,FALSE,0
29,1126,1127,1,0,0,FALSE,1
30,1130,1132,0.738656332,2,20,FALSE,0
31,1165,1172,0.697659174,3349,545,FALSE,0
32,1165,1185,0.707416442,2645,435,FALSE,0
33,1166,1185,0.702708557,1556,194,FALSE,0
34,1167,1181,0.779940912,3066,523,FALSE,0
35,1172,1174,0.962434667,626,98,FALSE,1
36,1565,1567,0.969676205,54989,10526,FALSE,0
37,1565,1585,0.926437144,51661,9379,FALSE,0
38,1567,1582,0.700600469,116466,21701,FALSE,0
39,1568,1587,0.902206157,675,258,FALSE,0
40,1569,1575,0.695893906,4087,765,FALSE,0
41,1211,1213,0.705884994,23569,3768,FALSE,0
42,1217,1221,0.709232284,2817,429,FALSE,0
43,1541,1542,0.941241627,20414,3365,TRUE,0
44,1551,1556,0.683795434,8163,1668,FALSE,0
45,1931,1932,0.910874735,459,62,FALSE,0
46,1622,1637,0.859091753,1034,207,FALSE,0
47,1624,1646,0.695432789,12350,2067,FALSE,0
48,1629,1646,0.700580872,12191,2246,FALSE,0
49,1631,1635,0.93416026,5580,886,FALSE,0
50,2214,2221,0.868712614,2529,383,FALSE,0
51,1324,1329,0.698604686,19770,3462,FALSE,0
52,1346,1347,0.862920118,69,44,FALSE,0
53,1422,1430,0.692070179,3780,658,FALSE,0
54,1429,1433,0.870254628,8838,1504,FALSE,0
55,1286,1310,0.810903176,1,14,FALSE,0
56,1293,1305,0.943672031,468,41,FALSE,0
57,1298,1307,0.89189539,332,41,FALSE,0
58,1592,1618,0.935217279,2294,232,FALSE,0
59,1595,1620,0.871284179,8084,1627,FALSE,0
60,1602,1607,0.693670324,7960,1392,FALSE,0
61,1444,1450,0.945248414,3738,572,FALSE,0
62,1449,1465,0.908039511,6754,1074,FALSE,0
63,1456,1466,0.920149433,2856,503,FALSE,0
64,1460,1471,0.93525454,16456,2458,FALSE,0
65,1465,1468,0.781115101,2904,412,FALSE,0
66,1469,1471,0.920869098,16447,2382,FALSE,0
67,1231,1234,0.96251629,2130,447,FALSE,0
68,1234,1251,0.848835087,4165,678,FALSE,0
69,1246,1247,0.924176953,4081,635,FALSE,0
70,1747,1755,0.62338675,15616,1869,FALSE,0
71,1751,1758,0.691169413,4373,726,FALSE,0
72,2127,2128,0.937653098,59455,9418,TRUE,0
73,1255,1260,0.968059796,4734,804,FALSE,0
74,1259,1267,0.936702683,17222,3158,FALSE,0
75,1260,1277,0.973748346,18903,3191,FALSE,0
76,1261,1269,0.86657643,16919,3190,FALSE,0
77,1264,1275,0.855295437,1847,433,FALSE,0
78,1266,1275,0.923702682,2537,459,FALSE,0
79,1273,1274,0.877514797,41046,7782,FALSE,0
80,2183,2187,0.914923483,11891,1935,FALSE,0
81,2184,2189,0.711291966,178679,27932,FALSE,0
82,1477,1484,0.851307402,2286,424,FALSE,0
83,1506,1516,0.704217442,5211,843,FALSE,0
84,1512,1523,0.869569293,14551,2369,FALSE,0
85,1379,1384,0.182981264,1,3,FALSE,0
86,1390,1395,0.707804605,7646,1249,FALSE,0
87,1408,1413,0.695503338,414,70,FALSE,0
88,2480,2487,1,0,0,FALSE,1
89,2640,2643,0.915765374,3461,577,FALSE,0
90,2675,2676,0.879214627,3363,543,FALSE,0
91,2675,2699,0.697774268,9528,1754,FALSE,0
92,2678,2702,0.695074317,34415,6485,FALSE,0
93,2404,2411,0.710422893,2617,382,FALSE,0
94,2409,2416,0.992799807,509,69,FALSE,1
95,2364,2367,1,0,0,TRUE,1
96,2710,2713,0.886002834,98187,15524,FALSE,0
97,2714,2729,0.92412694,1451,246,FALSE,0
98,2720,2721,0.99658944,705,126,FALSE,1
99,2724,2732,0.926930452,25576,4125,FALSE,0
100,2731,2732,1,0,0,FALSE,1
101,2820,2812,0.932167373,45056,7190,FALSE,0
102,2737,2746,0.947530542,182627,28947,FALSE,0
103,3000,3001,0.970137454,13846,2240,TRUE,1
104,3000,3010,0.979960834,11777,1906,TRUE,0
105,2847,2855,0.922612491,16492,2630,FALSE,0
106,2852,2853,0.991148571,67377,10458,TRUE,0
107,2852,2857,0.983151796,48098,8057,FALSE,0
108,2853,2857,0.97666216,115475,18515,FALSE,0
109,2888,2895,0.705294407,769,106,FALSE,0
110,2777,2779,0.87526518,1565,249,FALSE,0
111,3472,3475,0.927495784,5418,872,FALSE,0
112,3472,3500,0.705855741,10772,1752,FALSE,0
113,3474,3483,0.866776974,6820,1084,FALSE,0
114,3475,3488,0.711648833,16944,2783,FALSE,0
115,3272,3274,0.712854968,3652,515,FALSE,0
116,3077,3079,0.690403008,3997,717,FALSE,0
117,3067,3068,1,0,0,FALSE,1
118,3169,3171,0.881560647,3,13,FALSE,0
119,3169,3180,0.718451881,54428,8557,FALSE,0
120,3184,3186,0.904407694,5264,683,FALSE,0
121,3377,3382,0.69658731,1027,181,FALSE,0
122,3502,3505,0.694943852,4593,703,FALSE,0
123,3505,3520,0.693829835,6952,1076,FALSE,0
124,3516,3519,0.691471705,78,32,FALSE,0
125,3516,3520,0.691471705,78,32,FALSE,0
126,3519,3520,1,0,0,FALSE,1
127,3524,3526,1,0,0,FALSE,1
128,3337,3340,0.966208498,918,133,FALSE,1
129,3103,3109,1,0,0,TRUE,1
130,3122,3123,0.976008155,93036,14815,TRUE,0
131,3125,3130,0.788307887,854,203,FALSE,0
132,3142,3144,0.921324424,1468,194,FALSE,0
133,3147,3158,0.873579743,7129,967,FALSE,0
134,3160,3161,0.836453814,6016,920,FALSE,0
135,3160,3162,0.379941288,13588,2083,FALSE,0
136,3160,3163,0.755010582,7509,1200,FALSE,0
137,3160,3165,0.845364658,1279,53,FALSE,0
138,3160,3166,0.863864789,7903,1202,FALSE,0
139,3160,3167,0.611331179,10118,1499,FALSE,0
140,3161,3162,0.381338729,7572,1163,FALSE,0
141,3161,3163,0.750724383,1493,280,FALSE,0
142,3161,3165,0.796443546,4737,867,FALSE,0
143,3161,3166,0.85614404,1887,282,FALSE,0
144,3161,3167,0.600471384,4102,579,FALSE,0
145,3162,3163,0.440740586,6079,883,FALSE,0
146,3162,3165,0.390804598,12309,2030,FALSE,0
147,3162,3166,0.374788621,5685,881,FALSE,0
148,3162,3167,0.582239106,3470,584,FALSE,0
149,3163,3165,0.773228523,6230,1147,FALSE,0
150,3163,3166,0.737796304,394,2,FALSE,0
151,3163,3167,0.653889588,2609,299,FALSE,0
152,3165,3166,0.873073779,6624,1149,TRUE,0
153,3165,3167,0.640934013,8839,1446,FALSE,0
154,3166,3167,0.593544254,2215,297,FALSE,0
